tweet,brand,sentiment,clean_text,overall
apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,Positive,apple store sxsw line is moving at the front these fruit basket imacs better be worth it,1
"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive,apple store coming austin for sxsw rt quot before it even begins apple wins sxsw link on,1
���Foursquare for bands&quot; just in time for #SXSW {link},iPad or iPhone App,Positive,foursquare for bandsquot just in time for sxsw link,1
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,Positive,temperature going up rt amp having fun at google pic sxsw link,1
Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive,apple store has had a line down the block all week long at sxsw amazing,1
Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Apple,Positive,apple store is buzzing link rt speaking of sxsw how about that apple store on th and congress would,1
&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,Negative,quotthere is no other explanation for apples continued survival than the existence of godquot guykawasaki sxsw,0
"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Apple,Positive,apple store peeps come running highfiving all in line open any sec enuf for all us chumps sxsw ipad link,1
"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",iPad or iPhone App,Positive,papa sangre an immersive audio game for iphone is free today highly recommended papasangre sxsw,1
"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Other Google product or service,Positive,renew features of google mapsexability to see inside amazing museums and be able to zoom to the brushstroke sxsw loveher,1
"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,Positive,i was there it was nuts rt ipad in hand awesome dude gave me cutsies on a hour line austin apple sxsw winning,1
Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,Unknown,Positive,whoa theres a dude in front of me using google wave sxsw xplat,1
&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative,quottheres a reason why google isnt in social they are too technicalquot sxsw comments,0
"Enough already .... ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",Unknown,Negative,enough already google to launch major new social network called circles possibly today link sxsw,0
people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,Positive,people already lining up on the sxsw apple store at th and congress festival promises to be much more attracting than that,1
@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,Negative,really disappointed with the ipad app lots of error messages have to switch to tweet deck for the rest of sxsw,0
Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,Positive,pick up great unlockable deals by checking into places on google latitude apps link googleblog sxsw vip,1
"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,Positive,just ordered my ipad and am excited to be at sxsw but it all seems silly with whats happening in japan right now,1
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,Positive,score a free imo tshirt outside the sxsw apple store today at pm amp check out imos app for the ipad link sxsw ipad,1
Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,Negative,farmers prefer balckberries over iphones and andriod devices more durable antiapple feelings mobilefarm sxsw,0
Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,Negative,horrible repressed memories of the apple spinning beach ball coming back at the progressbar talk sxsw,0
@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,Negative,respectfully disagree about the iphone battery life is a problem and it isnt as ubiquitous as it seems project sxsw,0
Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive,very interesting rt apple to open popup shop at sxsw link sxsw sxswi popupshop apple,1
"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive,adaptive retail apple to open popup shop at sxsw skillfully done cupertino link,1
"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,Negative,sxsw tried days with ipad wo macbook pro the experiment is over i heart a real keyboard,0
Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,Unknown,Negative,google tries again to launch a new social network called circles link sxsw h,0
During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,Positive,during marissa mayers presentation at sxsw they did a demo of google maps version on mobile and it was pretty impressive,1
Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive,even security guards in austin enjoy ipad time sxsw cc link,1
Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive,social marketing experts at sxsw everyone has to face facts amp admit that apple again showed everyone how marketing is done cnet,1
Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,Unknown,Positive,need a workspace book it from your iphone link app sxsw virtualoffice,1
Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,Positive,thanks girl rt congrats to on winning the last ipad case for her boyfriend aw sxsw cbatsxsw,1
"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,Positive,on the early nerdbird to sxsw get iphone app share photos of airport people like people of walmart but at airports,1
False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Unknown,Negative,false alarm google circles not coming nowand probably not ever link google circles social sxsw,0
iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,Negative,ipad turned into giant camera looks plain stupid sxsw,0
Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive,cool internet art google will eat itself google ads revenue used to buy google stock sxsw,1
Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,Positive,great intro to saveustechies sxsw video the surui carbon project from google earth engine link,1
Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,Positive,hot pot from google for mobile maps is a very interesting new app sxsw sxswi,1
Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,Positive,learned from sponsored sxsw software austin nice walking city mapquest piece of shit mapping software go google maps fb,1
driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,Positive,driving around austin on google street view scoping out locations from my desk sxsw,1
Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,Unknown,Positive,rumours around google circles have been proven to be untrue there was no announcement at sxsw in austin texas there must be something,1
Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,Positive,playing around with the iphone app its awesome will be using it a lot at sxsw,1
Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,Negative,why is groupme not available in canada for iphone users sxsw would love to check it out,0
@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,Positive,route around traffic is saving google maps users years everyday sxsw,1
Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ��� Marissa Mayer at #sxsw,Google,Positive,googles route around traffic function saves users years every day good for future marissa mayer at sxsw,1
Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,Positive,android growing super fast at lustre pearl team android party for just walked in androidsxsw sxsw,1
Happily drowning in a sea of apple macs and monster energy drink #SXSW,Other Apple product or service,Positive,happily drowning in a sea of apple macs and monster energy drink sxsw,1
Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Other Apple product or service,Positive,got my morphie iphone case in time for sxsw good news gtpower ltanxiety bad news barely fits in my hand,1
iPhone version of flipboard hopefully out this summer #sxflip #sxsw,iPad or iPhone App,Positive,iphone version of flipboard hopefully out this summer sxflip sxsw,1
SXSW: Foursquare updates its merchant platform with new ���Specials�۝ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive,sxsw foursquare updates its merchant platform with new specials link android flashspecial free iphone sxsw,1
"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",iPad,Positive,on the first day of sxsw the ipad launch stole a lot of the thunder link,1
@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive,rt apple is opening up a temporary store in downtown austin for sxsw and the ipad launch link,1
@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,Positive,rt confirmed apple store week popup in austin for sxsw now with picture link link,1
@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? We�۪ll be giving away 5 at a 2b-announced location. Stay tuned!,Unknown,Positive,rt want a free juice pack air for iphone at sxsw well be giving away at a bannounced location stay tuned,1
Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,Unknown,Positive,awesome rt sxsw with come check out and get your free custom iphone case grill,1
Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive,awesome rt apples temporary megastore at sxsw could be model for future conferencesevents link,1
Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},iPad or iPhone App,Positive,awesome rt heading to austin for sxsw the austin lp guide for iphone is free for a limited time link,1
Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive,awesome rt yes gowalla wins best andoid app at the team android choice awards thanks all sxsw,1
Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive,niceness rt less than hours until we announce the details on the ipad giveaway sxsw sxswi,1
Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,Positive,oh no rt confirmed new ipad coming this september link apple iphone ipad sxsw,1
Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,iPhone,Negative,or droid rt has spontaniety in life been replaced by technology when your iphone battery dies you go home great sxsw,0
So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},iPad or iPhone App,Positive,so cool rt updated npr music iphone app song info all songs amp live video streaming in time sxsw link,1
"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive,so true rt amp quotgoogle before you tweetquot is the new quotthink before you speakquot mark belinsky tweets panel at sxsw,1
Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),iPhone,Positive,sweet rt bday pressie for myself iphone got a matching one now we can fit in with hipsters sxsw this wkd,1
Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Other Google product or service,Positive,google earth engine are providing tech to indigenous tribes to report on statuses of forests this is more like it saveustechies sxsw,1
Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive,which smartphone rules sxsw definitely the iphone of apple smartphone ive eyeballed are the ip,1
"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,Positive,google party is at gsdampm google map it sxsw badge gets u in free food drinks music big place no line great party come,1
"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,Positive,google party dont think they are checking for badges if you say your on list free food and booze frood sxsw cc,1
Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,Positive,google party sxsw gsdampm w others link,1
Google party. Photo booth fun. #SXSW {link},Google,Positive,google party photo booth fun sxsw link,1
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive,per this rumor google may preview its big social strategy at an sthemed costume party at sxsw yep link link,1
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Unknown,Positive,yes the rumors are true come play with on ipad at our booth at sxsw exhibit hall ipad ipad under the giant quotoquot,1
Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,Negative,will i survive sxsw will only gigs of space left on my iphone we shall see,0
A #browserwars panel without Apple is like a #sxsw without parties.,Apple,Positive,a browserwars panel without apple is like a sxsw without parties,1
"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive,blackberry users must feel like such losers here at sxsw clearly iphone crowd baby,1
Guess everyone wanted to design ipad apps for their mom #sxsw,iPad or iPhone App,Negative,guess everyone wanted to design ipad apps for their mom sxsw,0
10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Google,Positive,minutes til marissa mayer from google takes the stage sxsw,1
Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,Positive,check this rt am line at apple popup store in austin it opens at pm sxsw link,1
Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,iPad or iPhone App,Positive,dont miss presentation in circusmash at pm filmaster mobile for iphone is to be officially launched sxsw,1
Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,Unknown,Positive,watch this sxsw ecademy link gtgt fascinating amp so true about maps saving itme lots of it,1
"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive,google has quotgot a lot betterquot at protecting users privacy with locationbased tools over past months says mayer sxsw,1
Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Google,Positive,up next is quotleft brain search google right brain search xquot thx to for the vote link sxsw,1
Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Google,Positive,blogger is about due for an update google finally takes action and will showcase the new design at sxsw link,1
"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Apple,Positive,ipad s acquired in line at a store opened at had ipads within min not bad way to go apple sxsw team,1
No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unoffic��_ (cont) {link},Apple,Positive,no way is apple really manhandling sxsw like that rt smartphone breakdown at sxsw unoffic cont link,1
Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Android,Positive,wish i was at sxsw meeting with everyone in teamandroid and the rest of the android community i will be there next year,1
iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,iPad,Positive,ipad has been purchased its and sunny tan square so far so good at sxsw,1
"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",iPad or iPhone App,Positive,qrafter is better than all paid or free qr code apps because it can not only scan vcards it can also download them qrcode iphone sxsw,1
Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Apple,Positive,most press coverage ive had in my life standing in the apple line sxsw,1
Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,iPhone,Negative,steve jobs doesnt position the iphone as a device made in china where suicide rates are high he sells dreams kawasaki thisisdare sxsw,0
Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Apple,Positive,four hours down six and a half to go but the adventure has been worth it apple sxsw,1
This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Google,Positive,this looks fun party like its hosted by google and the aclus of n california and texas sxsw,1
Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Other Google product or service,Positive,reid cites googles route around as a good start to realtimenear realtime data link sxsw,1
&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Google,Negative,quotthis googlebing qampa panel is like the worlds most expensive seo consultationquot sxsw,0
"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",iPad,Positive,ipad users have a slow resting heart rate its a more leisurely use than desktops or phones tapworthy sxsw,1
iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,iPad,Positive,ipad users have slower and more leisurely usage than iphone users tapworthy sxsw,1
Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,Unknown,Positive,wish i was in sxsw right now lots of action taking place i am sure it will be fun nevertheless google it and you will find tons of news,1
Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,Negative,google was incapable of doing disruptive innovation and acquired startups over the last few years leanstartup sxsw,0
My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,Negative,my friends iphone changed back an hour instead of forward its atampt any hints on how to fix it sxsw iphone help,0
iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},iPhone,Negative,iphone gps is messed up thinks im in yonkers almost as good as sxsw link,0
"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Android App,Positive,okay this is really it yay new for android app kthxbai sxsw,1
Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,Unknown,Positive,mingly is launching soon and celebrating by giving away an apple tv each day sxsw launch link via,1
"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Apple,Positive,with moves like this its no wonder apple stays on top link sxsw,1
This makes missing #SXSW hurt more. ���@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},iPad,Positive,this makes missing sxsw hurt more apple blog apple opening temporary ipad store to handle sxsw demand link,1
&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,Unknown,Positive,quotits not about affirmative action having women on the product team at google literally made the product betterquot sxsw,1
"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Android,Positive,so jealous of who is at the team android event at sxsw androidsxsw get some swag girl,1
iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,Positive,ipad goes on sale on first day of sxsw in atx tomorrow is apple sending a lorry load to austin riots may ensue,1
Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,Positive,any movies one recommends to put on my ipad for the flights home tomorrow lazyweb sxsw,1
"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",iPad or iPhone App,Positive,check this out link cool geolocation app for iphone mixing music and parties at sxsw with maps im going next year,1
Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},iPad,Positive,apple puts popup store at sxsw to hawk ipad think theyll sell one or two link,1
YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Google,Positive,youtube is second largest search engine globally after google says discotalk sxsw,1
"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",iPad or iPhone App,Positive,so heres the latest game i worked on for iphoneipod link hobo with a shotgun made w sxsw,1
"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",Other Google product or service,Negative,sxsw does the world really needs google circles fb will just implement it eventually,0
At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,Google,Positive,at an s theem google party and spazmatic is killn the stage hoooooooooooooo sxsw,1
"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",iPad,Positive,tweet this to register for exclusive passes to events parties ipad during sxsw quotgive me liberty andor a free sxswpass please rt,1
Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Apple,Positive,apple gets to the core of sxsw with its pop up experiential shops xm events link,1
Apple puts up a pop up store for #SXSW folks - awesome marketing {link} now where their audience is....,Apple,Positive,apple puts up a pop up store for sxsw folks awesome marketing link now where their audience is,1
Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,iPad or iPhone App,Positive,two thumbs up for popplet nice mind mapping app for the ipad and great for taking notes at sxsw,1
Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},iPad,Positive,apple sets up temporary austin store to serve the hordes of ipad purchasers at sxsw link,1
recommends using google voice to separate work from life #evolvingworkplace #sxsw,Unknown,Positive,recommends using google voice to separate work from life evolvingworkplace sxsw,1
wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,Google,Positive,wish i was with listening to googles marissa mayer discuss new products including google hotpot watch out yelp sxsw,1
Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Google,Positive,good times with mashable and the with google and the aclu awesome sxsw,1
"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,Positive,epicurious flipboard cnn wired and moma as examples of good ipad design sxsw link,1
"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Other Google product or service,Positive,sxsw news google to launch major new social network called circles possibly today link,1
hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW,iPad or iPhone App,Positive,hey tweeps link a web industry party calendar u can put on ur iphone or ical amp keep track of whats goin on at sxsw,1
hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},iPad or iPhone App,Positive,hey tweeps a web industry party calendar u can put on ur iphone or ical amp keep track of whats goin on at sxsw link,1
So jealous! RT @mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Apple,Positive,so jealous rt met the team that set up the sxsw apple store set up whole place from nothing in days great work,1
Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,Google,Positive,robot wars steampunk time machines mystery boxes of electronics awesome austin tacos super happy dev house google win sxsw,1
Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,Google,Negative,hey marissa mayer please tell us something new not about products google launched months ago sxsw,0
"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,Positive,saw a dude taking pictures with an ipad not gonna lie it was seta amazing to see a quotcameraquot w a screen that size sxsw,1
"@mention Saw you awesome educational iPhone music app tunehopper.  Good
Luck. #sxsw",iPad or iPhone App,Positive,saw you awesome educational iphone music app tunehopper good luck sxsw,1
Anyone else having issues with gmail and using google services? #SXSW.,Google,Negative,anyone else having issues with gmail and using google services sxsw,0
Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Android App,Negative,anyone else having trouble synching your schedule with the android sxsw go app sxsw,0
Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday? Gonna miss @mention this year.,Apple,Positive,anyone else headed to austin for sxsw for the popupstore launch by apple of the ipad this friday gonna miss this year,1
"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",Android App,Positive,socialmuse only on android available genius lookalike no music listening appcircus sxsw,1
I still use Tweetie for Mac &amp; I'm running Leopard. I'll be a pariah at #SXSW! I wish I at least had an Android! SOMETHING TO MAKE ME COOL.,Android,Positive,i still use tweetie for mac amp im running leopard ill be a pariah at sxsw i wish i at least had an android something to make me cool,1
Anyone else with an iPhone getting the &quot;could not activate cellular data network&quot; error message? Is this a warning of #sxsw things to come?,iPhone,Negative,anyone else with an iphone getting the quotcould not activate cellular data networkquot error message is this a warning of sxsw things to come,0
"No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",Apple,Positive,no surprise consumerization of it makes its way into conversation of cloud adoption and apples ui influence on enterprise cloud sxsw,1
Even the security guard at the popup apple store in Austin loves the new iPad #sxsw  {link},iPad,Positive,even the security guard at the popup apple store in austin loves the new ipad sxsw link,1
I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,iPad or iPhone App,Positive,im obsessed with this sxsw go iphone app feckin genius crazy long list of sessions less scary,1
Gonna go see about rockin the Google party like a boss. #sxsw,Google,Positive,gonna go see about rockin the google party like a boss sxsw,1
Great to see banks/money startups recognizing the future relevance of corps like Apple and Google #bankinnovation #sxsw,Unknown,Positive,great to see banksmoney startups recognizing the future relevance of corps like apple and google bankinnovation sxsw,1
Syked to see Google's @mention talk about stuff.  #SXSW,Google,Positive,syked to see googles talk about stuff sxsw,1
Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,Unknown,Positive,great to see topics avoiding the sexyhot ipad conversation and hit the heart and soul accessibility and the developing world sxsw,1
At #SXSW seeing a demo of #Google maps for mobile 5.2. 3D rotational viewing is very cool,Other Google product or service,Positive,at sxsw seeing a demo of google maps for mobile d rotational viewing is very cool,1
Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},Unknown,Positive,apple to sell ipads in quotpopupquot apple store at sxsw link,1
Going to send my ipad on the mail before being to the office to finish @mention before #sxsw,Unknown,Positive,going to send my ipad on the mail before being to the office to finish before sxsw,1
Great presentation on iPad Headaches. Great thinking on UX for the wundertablet. @mention #SXSW,iPad,Positive,great presentation on ipad headaches great thinking on ux for the wundertablet sxsw,1
Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,Positive,great presentation touching stories designing digital magazines for the ipad link sxsw,1
Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,Other Google product or service,Positive,great museum naive presentation google art project funny but cool sxsw,1
"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",Unknown,Positive,wishful several semis filled with apples ipad each surrounded by tech geek masses grab a box amp bump pay synching and joy ensues sxsw,1
Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},Google,Positive,just finished taking photos in the google photobooth you know i heart you sxsw maggie maes w others link,1
Wow. You should see the line to buy iPad 2 @mention #sxsw,iPad,Positive,wow you should see the line to buy ipad sxsw,1
@mention Should: if you didn't get iPad 1. Shouldn't: iPad2 3G 64GB + cover + $100 = MacBook Air. #SXSW,iPad,Negative,should if you didnt get ipad shouldnt ipad g gb cover macbook air sxsw,0
���The classiest fascist company in existence�۝ - Kara Swisher #sxsw #apple,Apple,Negative,the classiest fascist company in existence kara swisher sxsw apple,0
Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,Google,Positive,chris messina from google dropping knowledge about web identity coming to the hyatt was the right move sxsw,1
Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,Positive,great session by on ipad design good ui insights tapworthy hisxsw sxsw,1
"Someone asks Leo about an iPad 2 at #SXSW, he says 'Email me, I'll send you one free'. O.o",Unknown,Positive,someone asks leo about an ipad at sxsw he says email me ill send you one free oo,1
"Yeah I wasn't doing it, but I got couldn't resist. I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW",Unknown,Positive,yeah i wasnt doing it but i got couldnt resist i am wearing blue jeans black shirt and sneakers standing in line for my new ipad sxsw,1
